androidx.browser.customtabs.CustomTabColorSchemeParams,9
androidx.collection.ArraySet,16
androidx.test.espresso.intent.matcher.ComponentNameMatchers.hasClassName,2
androidx.test.espresso.matcher.RootMatchers.withDecorView,1
androidx.test.espresso.Espresso.openActionBarOverflowOrOptionsMenu,12
androidx.test.core.app.ApplicationProvider.getApplicationContext,5
androidx.test.espresso.intent.matcher.IntentMatchers.hasComponent,10
androidx.test.espresso.intent.matcher.IntentMatchers.hasData,2
androidx.activity.OnBackPressedCallback,9
androidx.test.annotation.UiThreadTest,6
androidx.test.InstrumentationRegistry.getInstrumentation,11
androidx.test.espresso.matcher.ViewMatchers.*,1
androidx.viewpager.widget.ViewPager.SCROLL_STATE_IDLE,1
androidx.lifecycle.LifecycleEventObserver,1
androidx.annotation.StyleableRes,5
androidx.appcompat.app.ActionBar.Tab,1
androidx.core.content.pm.PackageInfoCompat,4
androidx.recyclerview.widget.RecyclerView.Adapter,10
androidx.activity.result.contract.ActivityResultContracts.OpenDocument,2
androidx.media.session.MediaButtonReceiver,9
androidx.navigation.ui.AppBarConfiguration,13
androidx.test.runner.lifecycle.Stage.RESUMED,7
androidx.browser.customtabs.CustomTabsIntent.COLOR_SCHEME_DARK,1
androidx.drawerlayout.widget.ClosableDrawerLayout,1
androidx.lifecycle.Lifecycle.State.STARTED,3
androidx.annotation.VisibleForTesting.*,1
androidx.webkit.WebViewCompat,1
androidx.browser.customtabs.CustomTabsIntent.COLOR_SCHEME_SYSTEM,1
androidx.core.content.ContextCompat.getSystemService,3
androidx.webkit.WebViewAssetLoader,1
androidx.annotation.StringDef,14
androidx.core.content.ContentResolverCompat,1
androidx.core.view.ActionProvider,3
androidx.browser.customtabs.CustomTabsIntent.COLOR_SCHEME_LIGHT,1
androidx.test.espresso.contrib.NavigationViewActions,4
androidx.core.text.TextDirectionHeuristicsCompat,2
androidx.lifecycle.ServiceLifecycleDispatcher,1
androidx.customview.view.AbsSavedState,14
androidx.core.view.NestedScrollingChild,10
androidx.core.widget.CompoundButtonCompat,12
androidx.recyclerview.widget.LinearSnapHelper,3
androidx.appcompat.app.AppCompatDelegate.setDefaultNightMode,4
androidx.appcompat.widget.AppCompatSeekBar,10
androidx.core.content.PermissionChecker.checkSelfPermission,3
androidx.security.crypto.EncryptedSharedPreferences.PrefKeyEncryptionScheme.AES256_SIV,1
androidx.core.content.FileProvider.getUriForFile,3
androidx.security.crypto.MasterKey,3
androidx.security.crypto.MasterKey.DEFAULT_MASTER_KEY_ALIAS,1
androidx.core.content.PermissionChecker.PERMISSION_GRANTED,3
androidx.security.crypto.EncryptedSharedPreferences.PrefValueEncryptionScheme.AES256_GCM,1
androidx.exifinterface.media.ExifInterface.ORIENTATION_ROTATE_90,2
androidx.exifinterface.media.ExifInterface.ORIENTATION_ROTATE_180,1
androidx.core.content.ContextCompat.getColor,3
androidx.appcompat.widget.TooltipCompat.setTooltipText,1
androidx.security.crypto.EncryptedSharedPreferences,4
androidx.core.text.HtmlCompat.FROM_HTML_MODE_COMPACT,1
androidx.core.text.HtmlCompat.fromHtml,1
androidx.exifinterface.media.ExifInterface.ORIENTATION_ROTATE_270,2
androidx.test.espresso.matcher.ViewMatchers.assertThat,5
androidx.test.espresso.intent.matcher.IntentMatchers.toPackage,2
androidx.test.espresso.intent.Intents.intending,5
androidx.core.util.Preconditions.checkNotNull,6
androidx.work.ListenableWorker,4
androidx.core.view.NestedScrollingParent3,5
androidx.recyclerview.widget.ListAdapter,28
androidx.core.view.NestedScrollingParent2,2
androidx.work.impl.utils.futures.SettableFuture,1
androidx.annotation.Size,6
androidx.annotation.AnyRes,5
androidx.appcompat.view.menu.ActionMenuItemView,9
androidx.activity.ComponentActivity,3
androidx.core.graphics.PaintCompat,2
androidx.annotation.BoolRes,9
androidx.annotation.IntegerRes,9
androidx.test.core.view.MotionEventBuilder,1
androidx.navigation.NavOptions,3
androidx.preference.PreferenceFragmentCompat.OnPreferenceStartFragmentCallback,5
androidx.core.view.MenuCompat,9
androidx.webkit.WebViewClientCompat,3
androidx.activity.result.contract.ActivityResultContracts.CreateDocument,2
androidx.recyclerview.widget.DiffUtil.ItemCallback,3
androidx.coordinatorlayout.widget.CoordinatorLayout.LayoutParams,3
androidx.appcompat.app.AppCompatDialogFragment,17
androidx.security.crypto.MasterKey.KeyScheme,1
androidx.preference.MultiSelectListPreferenceDialogFragmentCompat,2
androidx.security.crypto.EncryptedSharedPreferences.PrefValueEncryptionScheme,1
androidx.security.crypto.EncryptedSharedPreferences.PrefKeyEncryptionScheme,1
androidx.core.view.ScaleGestureDetectorCompat,1
androidx.databinding.Bindable,6
androidx.databinding.BaseObservable,7
androidx.cursoradapter.widget.SimpleCursorAdapter,12
androidx.core.content.ContextCompat.startActivity,1
androidx.core.app.Fragment,1
androidx.appcompat.widget.RecyclerView,1
androidx.test.espresso.action.ViewActions.typeTextIntoFocusedView,3
androidx.recyclerview.widget.RecyclerView.ItemDecoration,5
androidx.test.espresso.web.webdriver.DriverAtoms.webClick,2
androidx.test.espresso.contrib.DrawerActions,7
androidx.test.espresso.web.webdriver.DriverAtoms,2
androidx.test.espresso.matcher.PreferenceMatchers,2
androidx.core.net.ConnectivityManagerCompat,13
androidx.test.espresso.web.webdriver.DriverAtoms.findElement,2
androidx.test.espresso.web.webdriver.Locator,2
androidx.test.uiautomator.UiObjectNotFoundException,7
androidx.core.util.Supplier,3
androidx.test.espresso.web.sugar.Web.onWebView,2
androidx.emoji.text.EmojiCompat,8
androidx.emoji.widget.EmojiTextView,1
androidx.core.util.PatternsCompat,4
androidx.emoji.widget.EmojiEditTextHelper,1
androidx.test.filters.MediumTest,7
androidx.core.app.NotificationCompat.BADGE_ICON_SMALL,1
androidx.test.InstrumentationRegistry.getContext,2
androidx.databinding.ObservableInt,3
androidx.recyclerview.widget.ItemTouchHelper.START,1
androidx.annotation.RestrictTo.Scope.LIBRARY,4
androidx.databinding.ObservableList,2
androidx.lifecycle.SavedStateHandle,4
androidx.databinding.Observable,5
androidx.core.os.HandlerCompat,1
androidx.core.app.NotificationCompat.CATEGORY_STATUS,1
androidx.recyclerview.widget.ItemTouchHelper.END,1
androidx.databinding.CallbackRegistry,1
androidx.lifecycle.Transformations.map,4
androidx.core.hardware.fingerprint.FingerprintManagerCompat,6
androidx.core.view.LayoutInflaterCompat,2
androidx.activity.result.contract.ActivityResultContracts.OpenDocumentTree,1
androidx.legacy.app.FragmentStatePagerAdapter,1
androidx.appcompat.widget.ShareActionProvider,7
androidx.annotation.AnimRes,7
androidx.transition.Fade,3
androidx.core.util.Predicate,2
androidx.media.MediaBrowserServiceCompat,5
androidx.paging.PageKeyedDataSource,3
androidx.paging.PagedListAdapter,10
androidx.paging.PagedList,13
androidx.paging.LivePagedListBuilder,13
androidx.paging.DataSource,13
androidx.paging.PositionalDataSource,4
androidx.room.RoomWarnings,4
androidx.swiperefreshlayout.widget.CircularProgressDrawable,4
androidx.core.app.AlarmManagerCompat,5
androidx.recyclerview.widget.RecyclerView.*,1
androidx.databinding.ViewDataBinding,3
androidx.appcompat.text.AllCapsTransformationMethod,4
androidx.appcompat.view.menu.MenuPresenter,5
androidx.appcompat.widget.TintTypedArray,2
androidx.slidingpanelayout.widget.SlidingPaneLayout.PanelSlideListener,1
androidx.appcompat.view.menu.MenuView,1
androidx.percentlayout.widget.PercentRelativeLayout,1
androidx.collection.SimpleArrayMap,1
androidx.test.espresso.matcher.ViewMatchers.withHint,5
androidx.test.espresso.contrib.RecyclerViewActions.actionOnItemAtPosition,6
androidx.test.uiautomator.By,4
